"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"Hnrnph1",283.065543791762,-0.278458919532374,0.136884259085377,-2.03426545457425,0.0419248382305547,0.99951024492733,"Hnrnph1"
"Per1",15.931062091541,1.05508896265602,0.462503125763742,2.28125801509715,0.0225331835672393,0.99951024492733,"Per1"
"Atp1b2",8.76844387512866,1.4417318759137,0.648017086364853,2.22483620609651,0.0260922358598431,0.99951024492733,"Atp1b2"
"Eif4a1",456.979425873919,-0.305989301708241,0.124168378560566,-2.46430939386865,0.0137277556114581,0.99951024492733,"Eif4a1"
"Nlgn2",3.99020210970062,3.44072779601515,1.22861218091049,2.80049949811283,0.0051023586820497,0.99951024492733,"Nlgn2"
"Ywhae",844.449787932499,-0.231101524474635,0.113388063642964,-2.0381468476464,0.0415352492510335,0.99951024492733,"Ywhae"
"Aldoc",39.0459221314868,1.52655262315704,0.384995005602272,3.96512318586823,7.33580527595498e-05,0.271879615137444,"Aldoc"
"Unc119",5.42643731258998,1.70129171193228,0.819462243085508,2.07610750377764,0.0378840093234907,0.99951024492733,"Unc119"
"Adap2",435.198721157319,0.316192585748368,0.136571839595894,2.31521071023103,0.0206014034092115,0.99951024492733,"Adap2"
"Ccl12",117.094209616629,-0.431808446556895,0.202044243857329,-2.13719746879704,0.0325819338357663,0.99951024492733,"Ccl12"
"Car4",2.92008112255008,4.23323446345817,1.32228161793821,3.20146208343947,0.00136732068974459,0.933998500122917,"Car4"
"Sept4",17.8380034280758,0.980994226044106,0.438328657939687,2.23803351269606,0.0252188697818695,0.99951024492733,"Sept4"
"Stxbp4",9.13296275745943,1.26004398771697,0.607451329570372,2.07431266733444,0.0380502821247155,0.99951024492733,"Stxbp4"
"Nme2",511.73299737329,-0.268614916033739,0.114844694844215,-2.3389405701161,0.0193385094442034,0.99951024492733,"Nme2"
"Tbkbp1",27.5981533657166,0.801088477920726,0.34142842588975,2.34628524509381,0.0189615898246897,0.99951024492733,"Tbkbp1"
"Arhgap23",6.932761894665,1.47737167556493,0.696593000253323,2.12085346109948,0.0339341361135902,0.99951024492733,"Arhgap23"
"Srcin1",11.532492276612,1.15717014438063,0.519502952267266,2.22745633943059,0.0259167906760013,0.99951024492733,"Srcin1"
"Psmb3",204.122225948987,-0.313490703233222,0.147683204482644,-2.12272414003628,0.0337769749163495,0.99951024492733,"Psmb3"
"Thra",25.3526133359996,0.781205639115847,0.365187697360955,2.13918936689615,0.0324203349948416,0.99951024492733,"Thra"
"Rundc3a",6.85367474631253,1.52450511387305,0.702859340702749,2.1690045583641,0.030082337836808,0.99951024492733,"Rundc3a"
"Nmt1",355.512541398962,-0.510812843307973,0.181039066245308,-2.8215614115896,0.0047790486407217,0.99951024492733,"Nmt1"
"2610035D17Rik",8.40165763658162,-1.34468357510686,0.617151882390414,-2.17885355854137,0.029342548729573,0.99951024492733,"2610035D17Rik"
"St6galnac2",2.47749356475156,2.73112460291907,1.29759230322213,2.10476325740931,0.0353119209963364,0.99951024492733,"St6galnac2"
"Wdr45b",138.519629389121,-0.419805846969724,0.190356616729587,-2.20536514139713,0.0274284820906221,0.99951024492733,"Wdr45b"
"Sostdc1",18.5993148970384,1.39444833234948,0.480058752259262,2.90474515001945,0.00367552240183676,0.99951024492733,"Sostdc1"
"Psma6",125.077105176002,-0.366236816660438,0.168378885923697,-2.1750756613653,0.0296244469952096,0.99951024492733,"Psma6"
"Trim9",2.50655482731221,2.60354059685124,1.25456580635299,2.07525231730945,0.0379631561538294,0.99951024492733,"Trim9"
"Eif2s1",109.644667222572,-0.404726938594319,0.178912325511556,-2.26215235555796,0.0236879918068356,0.99951024492733,"Eif2s1"
"Calm1",693.692565835113,-0.272501999856935,0.123984236264181,-2.19787618222931,0.0279579306295067,0.99951024492733,"Calm1"
"Meg3",36.9292259418832,2.06224636199548,0.390101849125825,5.28643062476311,1.24726087037326e-07,0.0023112991188887,"Meg3"
"Inf2",4.65579843448352,2.43724393384222,0.96924684196564,2.51457505798984,0.011917593162702,0.99951024492733,"Inf2"
"Psma2",197.263352264128,-0.293414136697641,0.146736228070857,-1.99960255592746,0.0455431977359901,0.99951024492733,"Psma2"
"Hist1h4h",29.0558157375548,-0.764151220593617,0.382939650973186,-1.99548732718494,0.0459897549627792,0.99951024492733,"Hist1h4h"
"Serpinb9",17.2073866748988,-1.08186797254177,0.416191765333878,-2.5994458868591,0.00933743989875247,0.99951024492733,"Serpinb9"
"Id4",5.8810076929566,1.76182298288114,0.820070400214817,2.14838016640965,0.0316835670706519,0.99951024492733,"Id4"
"Sncb",2.39700982080291,3.09403232551349,1.27808406523134,2.42083632030374,0.0154848478563902,0.99951024492733,"Sncb"
"Ddx46",134.969674591367,0.391515424383245,0.1688753049945,2.31836990255026,0.0204292263294954,0.99951024492733,"Ddx46"
"Ntrk2",16.836013811622,1.74337734562769,0.51300586358312,3.39835754205803,0.000677917588915095,0.681648013572851,"Ntrk2"
"Ctla2a",3.19623737475619,2.17601094017959,1.09985407071259,1.9784542314507,0.0478774869557457,0.99951024492733,"Ctla2a"
"Uqcrb",316.798403774817,-0.359059965819889,0.137600341026152,-2.60944095881016,0.00906902943393704,0.99951024492733,"Uqcrb"
"Slf1",23.7396359846836,0.818355739360203,0.369166269520759,2.21676736724232,0.0266389925482899,0.99951024492733,"Slf1"
"Nr2f1",3.61985550567466,2.62319699347801,1.09797790450708,2.38911637721496,0.0168889515632778,0.99951024492733,"Nr2f1"
"Zcchc9",85.3022650488379,-0.493888774217819,0.230462909860014,-2.14302932527326,0.032110743695069,0.99951024492733,"Zcchc9"
"Zfyve16",54.91420313834,0.551336696391973,0.251458207443244,2.19255796817216,0.028339242259279,0.99951024492733,"Zfyve16"
"Arsb",598.64287422158,-0.233317210441237,0.110301615073842,-2.11526558595757,0.0344073178268268,0.99951024492733,"Arsb"
"Lhfpl2",196.238274027097,-0.405544008066258,0.154035958462537,-2.63278790299402,0.00846872139765131,0.99951024492733,"Lhfpl2"
"Srek1ip1",98.6480556799601,-0.438284199240712,0.194615217152101,-2.25205513553533,0.0243187879883055,0.99951024492733,"Srek1ip1"
"Fam107a",7.80275913452793,1.87821676874188,0.714822680600939,2.62752822443028,0.00860077064550632,0.99951024492733,"Fam107a"
"Saysd1",79.2224549307336,-0.407181552325221,0.200385525917646,-2.03199083596768,0.0421545836829232,0.99951024492733,"Saysd1"
"Ppp3cb",99.8406391659905,-0.395796748097743,0.193632712895478,-2.04405930268298,0.0409476889944488,0.99951024492733,"Ppp3cb"
"Prxl2a",25.0440043352411,0.853833293774858,0.376052221543506,2.27051788251722,0.0231761795460769,0.99951024492733,"Prxl2a"
"Ndrg2",39.9177631330725,1.36180320231345,0.367381330233593,3.70678390610535,0.00020990790119959,0.432200368569957,"Ndrg2"
"Cmtm5",9.23335334923308,1.29687400755006,0.657487449270393,1.97246960225505,0.0485560230986768,0.99951024492733,"Cmtm5"
"Nedd8",350.02444002497,-0.276090441630522,0.134538344729003,-2.05213199394302,0.040156836377973,0.99951024492733,"Nedd8"
"Mrpl57",79.6028692155382,-0.482281292246796,0.202299971528969,-2.3839909051976,0.0171260256149716,0.99951024492733,"Mrpl57"
"Clu",77.8745027117706,1.18554978873337,0.446646196161954,2.6543375918587,0.00794642816797413,0.99951024492733,"Clu"
"Rcbtb2",252.966966565536,-0.325956879214318,0.134580008705556,-2.42203045124979,0.0154340571662197,0.99951024492733,"Rcbtb2"
"Zc3h13",115.372153810242,0.455783433181527,0.196220751419188,2.32280953917985,0.0201893864014573,0.99951024492733,"Zc3h13"
"2900040C04Rik",34.8457227097998,0.725882379913474,0.311004353452059,2.33399427325176,0.0195960217874927,0.99951024492733,"2900040C04Rik"
"Uchl3",64.4735892109614,-0.547983944936243,0.232357124432843,-2.35836945509551,0.0183554145535285,0.99951024492733,"Uchl3"
"Mycbp2",488.049593236612,0.294058921182133,0.139068547883166,2.114489046288,0.0344735193474242,0.99951024492733,"Mycbp2"
"Gpr183",435.657210611417,-0.425252256992615,0.159945622080041,-2.65873020756897,0.0078435744773188,0.99951024492733,"Gpr183"
"Prlr",18.4928685784524,1.11991283249951,0.460403051848445,2.43246179190872,0.0149965736465527,0.99951024492733,"Prlr"
"Sub1",314.338853675463,-0.312705327101259,0.145579533370366,-2.14800336188544,0.0317134883912728,0.99951024492733,"Sub1"
"Enpp2",375.043492467528,0.770552700635381,0.360482210681288,2.13756096085598,0.0325523930710681,0.99951024492733,"Enpp2"
"Tmem71",17.2091842694053,-0.862988279191493,0.417459529690538,-2.06723818194119,0.0387117160275726,0.99951024492733,"Tmem71"
"Ly6a",19.8141392966946,1.10054742867815,0.412928554290971,2.66522481248087,0.00769368708273795,0.99951024492733,"Ly6a"
"Cpsf1",30.4063621518022,-0.614646625685539,0.310509772236196,-1.97947594775856,0.0477624450444254,0.99951024492733,"Cpsf1"
"Arhgap39",97.6109937848896,0.415430376335201,0.202451250441954,2.05200202729453,0.0401694653937893,0.99951024492733,"Arhgap39"
"St13",547.481009164062,-0.373544935080437,0.149108723727325,-2.50518498007896,0.0122387366844366,0.99951024492733,"St13"
